epoch,train_loss,val_loss,val_rmse,val_mae
1,2.955692472665206,14.358177452087402,15.183162732124329,7.767103295326233
2,1.8598691795183264,12.978538646697999,12.275941948890686,6.363171036243439
3,1.6893297420895619,12.73845856666565,12.000080780982971,6.135687848329544
4,1.615220159292221,12.39050458908081,11.412095851898194,5.7833291745185855
5,1.5251180931277897,12.686802682876587,12.03459135055542,6.096852394342423
